UIDX,CRITICAL FLAG
te-69086,Critical
te-69087,Critical
te-69088,Critical
te-69089,Not Critical
te-69090,Not Critical
te-69091,Critical
te-69092,Critical
te-69093,Critical
te-69094,Not Critical
te-69095,Not Critical
te-69096,Critical
te-69097,Not Critical
te-69098,Critical
te-69099,Not Critical
te-69100,Critical
te-69101,Critical
te-69102,Not Critical
te-69103,Not Critical
te-69104,Critical
te-69105,Critical
te-69106,Critical
te-69107,Critical
te-69108,Not Critical
te-69109,Not Critical
te-69110,Critical
te-69111,Critical
te-69112,Critical
te-69113,Critical
te-69114,Critical
te-69115,Not Critical
te-69116,Critical
te-69117,Not Critical
te-69118,Critical
te-69119,Not Critical
te-69120,Not Critical
te-69121,Critical
te-69122,Not Critical
te-69123,Not Applicable
te-69124,Critical
te-69125,Not Critical
te-69126,Critical
te-69127,Not Applicable
te-69128,Not Critical
te-69129,Not Critical
te-69130,Critical
te-69131,Critical
te-69132,Not Critical
te-69133,Not Critical
te-69134,Not Critical
te-69135,Critical
te-69136,Not Critical
te-69137,Not Critical
te-69138,Not Critical
te-69139,Critical
te-69140,Not Critical
te-69141,Critical
te-69142,Critical
te-69143,Critical
te-69144,Critical
te-69145,Critical
te-69146,Not Critical
te-69147,Critical
te-69148,Not Critical
te-69149,Critical
te-69150,Not Critical
te-69151,Not Critical
te-69152,Not Critical
te-69153,Not Critical
te-69154,Critical
te-69155,Critical
te-69156,Not Applicable
te-69157,Critical
te-69158,Not Critical
te-69159,Critical
te-69160,Critical
te-69161,Critical
te-69162,Critical
te-69163,Critical
te-69164,Not Critical
te-69165,Critical
te-69166,Critical
te-69167,Not Critical
te-69168,Not Critical
te-69169,Critical
te-69170,Critical
te-69171,Not Critical
te-69172,Critical
te-69173,Not Critical
te-69174,Critical
te-69175,Not Critical
te-69176,Not Critical
te-69177,Critical
te-69178,Critical
te-69179,Not Critical
te-69180,Critical
te-69181,Critical
te-69182,Critical
te-69183,Critical
te-69184,Critical
te-69185,Not Applicable
te-69186,Not Critical
te-69187,Critical
te-69188,Not Critical
te-69189,Not Critical
te-69190,Critical
te-69191,Critical
te-69192,Critical
te-69193,Not Critical
te-69194,Critical
te-69195,Critical
te-69196,Critical
te-69197,Not Applicable
te-69198,Critical
te-69199,Critical
te-69200,Critical
te-69201,Not Critical
te-69202,Not Critical
te-69203,Not Critical
te-69204,Critical
te-69205,Not Applicable
te-69206,Not Critical
te-69207,Not Critical
te-69208,Critical
te-69209,Not Critical
te-69210,Critical
te-69211,Critical
te-69212,Not Critical
te-69213,Not Critical
te-69214,Critical
te-69215,Critical
te-69216,Not Critical
te-69217,Not Applicable
te-69218,Critical
te-69219,Critical
te-69220,Critical
te-69221,Not Critical
te-69222,Critical
te-69223,Not Critical
te-69224,Critical
te-69225,Critical
te-69226,Critical
te-69227,Critical
te-69228,Not Applicable
te-69229,Critical
te-69230,Not Critical
te-69231,Not Critical
te-69232,Not Critical
te-69233,Critical
te-69234,Not Critical
te-69235,Not Critical
te-69236,Critical
te-69237,Critical
te-69238,Critical
te-69239,Not Critical
te-69240,Not Critical
te-69241,Critical
te-69242,Critical
te-69243,Critical
te-69244,Critical
te-69245,Critical
te-69246,Not Critical
te-69247,Critical
te-69248,Critical
te-69249,Critical
te-69250,Not Critical
te-69251,Critical
te-69252,Not Critical
te-69253,Critical
te-69254,Critical
te-69255,Critical
te-69256,Critical
te-69257,Critical
te-69258,Critical
te-69259,Not Critical
te-69260,Critical
te-69261,Not Critical
te-69262,Not Critical
te-69263,Not Critical
te-69264,Not Critical
te-69265,Not Critical
te-69266,Not Critical
te-69267,Not Critical
te-69268,Not Critical
te-69269,Critical
te-69270,Not Critical
te-69271,Critical
te-69272,Critical
te-69273,Not Applicable
te-69274,Critical
te-69275,Not Critical
te-69276,Not Critical
te-69277,Not Critical
te-69278,Not Critical
te-69279,Not Critical
te-69280,Not Critical
te-69281,Not Critical
te-69282,Critical
te-69283,Not Critical
te-69284,Critical
te-69285,Not Critical
te-69286,Critical
te-69287,Critical
te-69288,Critical
te-69289,Not Critical
te-69290,Critical
te-69291,Not Critical
te-69292,Critical
te-69293,Critical
te-69294,Not Critical
te-69295,Not Critical
te-69296,Critical
te-69297,Critical
te-69298,Critical
te-69299,Critical
te-69300,Critical
te-69301,Critical
te-69302,Not Critical
te-69303,Critical
te-69304,Critical
te-69305,Not Critical
te-69306,Not Applicable
te-69307,Not Critical
te-69308,Not Critical
te-69309,Critical
te-69310,Critical
te-69311,Critical
te-69312,Critical
te-69313,Critical
te-69314,Not Critical
te-69315,Critical
te-69316,Not Critical
te-69317,Not Critical
te-69318,Critical
te-69319,Critical
te-69320,Not Critical
te-69321,Critical
te-69322,Critical
te-69323,Critical
te-69324,Critical
te-69325,Not Critical
te-69326,Not Critical
te-69327,Critical
te-69328,Critical
te-69329,Critical
te-69330,Not Critical
te-69331,Critical
te-69332,Not Critical
te-69333,Not Critical
te-69334,Critical
te-69335,Critical
te-69336,Critical
te-69337,Critical
te-69338,Not Critical
te-69339,Not Applicable
te-69340,Critical
te-69341,Not Critical
te-69342,Critical
te-69343,Not Critical
te-69344,Not Applicable
te-69345,Critical
te-69346,Critical
te-69347,Not Applicable
te-69348,Critical
te-69349,Critical
te-69350,Not Critical
te-69351,Not Critical
te-69352,Not Critical
te-69353,Not Critical
te-69354,Not Critical
te-69355,Critical
te-69356,Critical
te-69357,Not Critical
te-69358,Critical
te-69359,Not Critical
te-69360,Critical
te-69361,Critical
te-69362,Critical
te-69363,Not Critical
te-69364,Not Critical
te-69365,Not Applicable
te-69366,Critical
te-69367,Not Critical
te-69368,Not Critical
te-69369,Critical
te-69370,Not Applicable
te-69371,Critical
te-69372,Critical
te-69373,Critical
te-69374,Not Critical
te-69375,Not Critical
te-69376,Not Critical
te-69377,Not Critical
te-69378,Critical
te-69379,Critical
te-69380,Critical
te-69381,Critical
te-69382,Critical
te-69383,Not Critical
te-69384,Not Critical
te-69385,Critical
te-69386,Critical
te-69387,Critical
te-69388,Critical
te-69389,Critical
te-69390,Critical
te-69391,Critical
te-69392,Not Critical
te-69393,Critical
te-69394,Not Critical
te-69395,Not Critical
te-69396,Not Applicable
te-69397,Critical
te-69398,Critical
te-69399,Critical
te-69400,Critical
te-69401,Not Critical
te-69402,Critical
te-69403,Not Critical
te-69404,Critical
te-69405,Critical
te-69406,Critical
te-69407,Critical
te-69408,Not Applicable
te-69409,Critical
te-69410,Critical
te-69411,Critical
te-69412,Critical
te-69413,Not Critical
te-69414,Not Critical
te-69415,Critical
te-69416,Not Critical
te-69417,Not Critical
te-69418,Critical
te-69419,Not Critical
te-69420,Critical
te-69421,Critical
te-69422,Not Critical
te-69423,Critical
te-69424,Critical
te-69425,Not Critical
te-69426,Critical
te-69427,Not Applicable
te-69428,Not Critical
te-69429,Critical
te-69430,Critical
te-69431,Critical
te-69432,Not Critical
te-69433,Not Critical
te-69434,Critical
te-69435,Critical
te-69436,Critical
te-69437,Critical
te-69438,Critical
te-69439,Not Critical
te-69440,Not Critical
te-69441,Critical
te-69442,Critical
te-69443,Critical
te-69444,Not Critical
te-69445,Not Applicable
te-69446,Critical
te-69447,Not Critical
te-69448,Not Critical
te-69449,Critical
te-69450,Critical
te-69451,Critical
te-69452,Not Critical
te-69453,Not Applicable
te-69454,Critical
te-69455,Not Critical
te-69456,Not Critical
te-69457,Not Critical
te-69458,Critical
te-69459,Critical
te-69460,Critical
te-69461,Not Applicable
te-69462,Not Critical
te-69463,Critical
te-69464,Critical
te-69465,Not Applicable
te-69466,Critical
te-69467,Critical
te-69468,Not Critical
te-69469,Critical
te-69470,Critical
te-69471,Critical
te-69472,Critical
te-69473,Critical
te-69474,Not Applicable
te-69475,Critical
te-69476,Not Critical
te-69477,Not Critical
te-69478,Critical
te-69479,Not Critical
te-69480,Not Critical
te-69481,Not Critical
te-69482,Critical
te-69483,Not Critical
te-69484,Not Critical
te-69485,Critical
te-69486,Critical
te-69487,Critical
te-69488,Critical
te-69489,Critical
te-69490,Critical
te-69491,Critical
te-69492,Critical
te-69493,Critical
te-69494,Not Critical
te-69495,Critical
te-69496,Critical
te-69497,Not Critical
te-69498,Not Critical
te-69499,Critical
te-69500,Critical
te-69501,Critical
te-69502,Critical
te-69503,Not Critical
te-69504,Not Critical
te-69505,Not Critical
te-69506,Not Applicable
te-69507,Critical
te-69508,Critical
te-69509,Critical
te-69510,Not Critical
te-69511,Not Critical
te-69512,Critical
te-69513,Not Critical
te-69514,Not Critical
te-69515,Not Critical
te-69516,Not Critical
te-69517,Critical
te-69518,Critical
te-69519,Not Critical
te-69520,Not Applicable
te-69521,Critical
te-69522,Critical
te-69523,Not Critical
te-69524,Not Critical
te-69525,Critical
te-69526,Not Critical
te-69527,Critical
te-69528,Critical
te-69529,Not Critical
te-69530,Critical
te-69531,Critical
te-69532,Critical
te-69533,Not Critical
te-69534,Critical
te-69535,Critical
te-69536,Critical
te-69537,Critical
te-69538,Not Critical
te-69539,Not Critical
te-69540,Critical
te-69541,Not Critical
te-69542,Not Critical
te-69543,Critical
te-69544,Critical
te-69545,Critical
te-69546,Critical
te-69547,Critical
te-69548,Not Critical
te-69549,Not Critical
te-69550,Critical
te-69551,Critical
te-69552,Not Applicable
te-69553,Not Critical
te-69554,Critical
te-69555,Not Critical
te-69556,Not Critical
te-69557,Not Critical
te-69558,Critical
te-69559,Critical
te-69560,Not Critical
te-69561,Critical
te-69562,Critical
te-69563,Critical
te-69564,Critical
te-69565,Critical
te-69566,Not Critical
te-69567,Not Critical
te-69568,Not Critical
te-69569,Critical
te-69570,Critical
te-69571,Not Applicable
te-69572,Critical
te-69573,Not Critical
te-69574,Not Critical
te-69575,Not Critical
te-69576,Not Critical
te-69577,Not Critical
te-69578,Critical
te-69579,Critical
te-69580,Critical
te-69581,Not Critical
te-69582,Critical
te-69583,Not Critical
te-69584,Critical
te-69585,Critical
te-69586,Not Critical
te-69587,Not Critical
te-69588,Critical
te-69589,Critical
te-69590,Critical
te-69591,Not Critical
te-69592,Not Critical
te-69593,Not Critical
te-69594,Not Applicable
te-69595,Critical
te-69596,Not Critical
te-69597,Not Critical
te-69598,Critical
te-69599,Not Critical
te-69600,Not Critical
te-69601,Critical
te-69602,Not Critical
te-69603,Not Critical
te-69604,Critical
te-69605,Critical
te-69606,Not Critical
te-69607,Not Critical
te-69608,Critical
te-69609,Critical
te-69610,Critical
te-69611,Critical
te-69612,Critical
te-69613,Not Critical
te-69614,Not Critical
te-69615,Critical
te-69616,Critical
te-69617,Critical
te-69618,Not Critical
te-69619,Not Critical
te-69620,Not Critical
te-69621,Critical
te-69622,Critical
te-69623,Not Applicable
te-69624,Critical
te-69625,Critical
te-69626,Not Critical
te-69627,Critical
te-69628,Critical
te-69629,Critical
te-69630,Not Critical
te-69631,Not Critical
te-69632,Critical
te-69633,Not Critical
te-69634,Critical
te-69635,Critical
te-69636,Not Critical
te-69637,Critical
te-69638,Critical
te-69639,Critical
te-69640,Critical
te-69641,Critical
te-69642,Critical
te-69643,Not Critical
te-69644,Critical
te-69645,Not Critical
te-69646,Not Critical
te-69647,Not Critical
te-69648,Not Applicable
te-69649,Not Critical
te-69650,Critical
te-69651,Not Critical
te-69652,Critical
te-69653,Not Critical
te-69654,Critical
te-69655,Critical
te-69656,Not Critical
te-69657,Critical
te-69658,Not Critical
te-69659,Critical
te-69660,Critical
te-69661,Not Critical
te-69662,Not Critical
te-69663,Critical
te-69664,Critical
te-69665,Critical
te-69666,Not Applicable
te-69667,Not Critical
te-69668,Not Critical
te-69669,Not Critical
te-69670,Critical
te-69671,Critical
te-69672,Critical
te-69673,Critical
te-69674,Not Critical
te-69675,Not Critical
te-69676,Critical
te-69677,Not Critical
te-69678,Critical
te-69679,Critical
te-69680,Critical
te-69681,Critical
te-69682,Not Applicable
te-69683,Critical
te-69684,Not Critical
te-69685,Critical
te-69686,Critical
te-69687,Not Critical
te-69688,Critical
te-69689,Critical
te-69690,Not Applicable
te-69691,Critical
te-69692,Not Critical
te-69693,Critical
te-69694,Not Critical
te-69695,Not Critical
te-69696,Critical
te-69697,Critical
te-69698,Critical
te-69699,Critical
te-69700,Critical
te-69701,Not Critical
te-69702,Critical
te-69703,Not Critical
te-69704,Critical
te-69705,Critical
te-69706,Not Critical
te-69707,Critical
te-69708,Critical
te-69709,Not Critical
te-69710,Critical
te-69711,Critical
te-69712,Critical
te-69713,Critical
te-69714,Not Applicable
te-69715,Not Critical
te-69716,Critical
te-69717,Critical
te-69718,Critical
te-69719,Critical
te-69720,Not Critical
te-69721,Not Critical
te-69722,Critical
te-69723,Not Critical
te-69724,Critical
te-69725,Not Critical
te-69726,Critical
te-69727,Critical
te-69728,Critical
te-69729,Critical
te-69730,Not Applicable
te-69731,Critical
te-69732,Not Critical
te-69733,Critical
te-69734,Not Applicable
te-69735,Critical
te-69736,Critical
te-69737,Critical
te-69738,Critical
te-69739,Critical
te-69740,Critical
te-69741,Critical
te-69742,Critical
te-69743,Not Critical
te-69744,Critical
te-69745,Critical
te-69746,Not Critical
te-69747,Not Applicable
te-69748,Not Critical
te-69749,Critical
te-69750,Not Applicable
te-69751,Not Critical
te-69752,Not Critical
te-69753,Not Critical
te-69754,Not Critical
te-69755,Critical
te-69756,Critical
te-69757,Critical
te-69758,Critical
te-69759,Critical
te-69760,Not Critical
te-69761,Not Applicable
te-69762,Not Critical
te-69763,Not Critical
te-69764,Critical
te-69765,Critical
te-69766,Not Critical
te-69767,Critical
te-69768,Critical
te-69769,Not Critical
te-69770,Critical
te-69771,Not Critical
te-69772,Critical
te-69773,Critical
te-69774,Not Critical
te-69775,Not Critical
te-69776,Critical
te-69777,Critical
te-69778,Critical
te-69779,Not Critical
te-69780,Critical
te-69781,Critical
te-69782,Critical
te-69783,Not Applicable
te-69784,Not Critical
te-69785,Not Critical
te-69786,Critical
te-69787,Critical
te-69788,Not Critical
te-69789,Not Critical
te-69790,Critical
te-69791,Critical
te-69792,Critical
te-69793,Not Critical
te-69794,Critical
te-69795,Critical
te-69796,Critical
te-69797,Critical
te-69798,Critical
te-69799,Not Critical
te-69800,Critical
te-69801,Not Critical
te-69802,Not Critical
te-69803,Critical
te-69804,Critical
te-69805,Not Critical
te-69806,Critical
te-69807,Critical
te-69808,Critical
te-69809,Critical
te-69810,Not Critical
te-69811,Not Critical
te-69812,Not Critical
te-69813,Not Critical
te-69814,Critical
te-69815,Not Applicable
te-69816,Not Applicable
te-69817,Critical
te-69818,Critical
te-69819,Not Critical
te-69820,Not Critical
te-69821,Not Applicable
te-69822,Not Critical
te-69823,Critical
te-69824,Critical
te-69825,Critical
te-69826,Critical
te-69827,Critical
te-69828,Not Applicable
te-69829,Not Critical
te-69830,Critical
te-69831,Critical
te-69832,Critical
te-69833,Not Critical
te-69834,Critical
te-69835,Critical
